"","Date","ppt..mm.","tmin..degrees.C.","tmean..degrees.C.","tmax..degrees.C.","tdmean..degrees.C.","vpdmin..hPa.","vpdmax..hPa.","agency_cd","site_no","X_00010_00001","X_00010_00001_cd","X_00010_00003","X_00010_00003_cd","X_00060_00003","X_00060_00003_cd","yr","mo","waterYear","doy"
"153",2008-06-01,5.57,10.4,18.7,27.1,11.1,0.47,24.58,"USGS","13317660",12.5,"A",12.2,"A",88500,"A","2008",6,2008,153
"154",2008-06-02,4.94,10.1,16.4,22.6,11.6,0.27,13.9,"USGS","13317660",12.4,"A",12.1,"A",88200,"A","2008",6,2008,154
"155",2008-06-03,1.88,8.7,14.9,21.1,5.7,1.34,16.85,"USGS","13317660",12,"A",11.8,"A",88200,"A","2008",6,2008,155
"156",2008-06-04,2.38,8.5,12.2,16,8.2,0.79,7.8,"USGS","13317660",11.6,"A",11.5,"A",84900,"A","2008",6,2008,156
"157",2008-06-05,1.21,8.6,12.6,16.6,5.7,1.96,10.09,"USGS","13317660",12.1,"A",11.6,"A",83300,"A","2008",6,2008,157
"158",2008-06-06,0.8,8.2,14.3,20.3,7.4,0.7,14.47,"USGS","13317660",12.4,"A",12,"A",80500,"A","2008",6,2008,158
"159",2008-06-07,1.01,8,12,16,3.9,1.67,10.69,"USGS","13317660",12.5,"A",12.3,"A",76900,"A","2008",6,2008,159
"160",2008-06-08,0.66,7.3,11.9,16.4,4.9,1.5,10.57,"USGS","13317660",12.9,"A",12.4,"A",71000,"A","2008",6,2008,160
"161",2008-06-09,0,8.1,15.6,23.1,5.4,2.22,20.64,"USGS","13317660",12.9,"A",12.7,"A",68300,"A","2008",6,2008,161
"162",2008-06-10,1.63,5.8,14.1,22.5,6.5,1.88,17.14,"USGS","13317660",13,"A",12.5,"A",66000,"A","2008",6,2008,162
"163",2008-06-11,3.21,5,8.3,11.5,3.2,0.68,6.41,"USGS","13317660",12.4,"A",12,"A",64300,"A","2008",6,2008,163
"164",2008-06-12,0.97,6.8,11.5,16.2,6.5,0.62,8.68,"USGS","13317660",12.7,"A",12.2,"A",62400,"A","2008",6,2008,164
"165",2008-06-13,0,8.5,15.6,22.7,8.5,0.69,16.62,"USGS","13317660",13.2,"A",12.5,"A",60800,"A","2008",6,2008,165
"166",2008-06-14,0,8.9,18.4,27.9,6.5,1.56,28.1,"USGS","13317660",13.8,"A",13.3,"A",58200,"A","2008",6,2008,166
"167",2008-06-15,0,8.7,17.3,25.9,4.2,2.38,26.25,"USGS","13317660",14.2,"A",13.9,"A",55900,"A","2008",6,2008,167
"168",2008-06-16,0,9,18.3,27.6,5.1,2.42,29.56,"USGS","13317660",14.8,"A",14.4,"A",62000,"A","2008",6,2008,168
"169",2008-06-17,0,10.8,20.5,30.2,6.4,3.6,34.47,"USGS","13317660",14.9,"A",14.7,"A",68600,"A","2008",6,2008,169
"170",2008-06-18,0,9.1,18.1,27.1,3.5,3.88,29.2,"USGS","13317660",14.8,"A",14.3,"A",66600,"A","2008",6,2008,170
"171",2008-06-19,0,8.7,17.2,25.7,2.7,3.88,26.2,"USGS","13317660",14.4,"A",14.2,"A",68600,"A","2008",6,2008,171
"172",2008-06-20,0,9.2,18.9,28.6,4.6,3.79,31.44,"USGS","13317660",14.6,"A",14.4,"A",71700,"A","2008",6,2008,172
"173",2008-06-21,0.58,11.5,22.9,34.3,7.8,3.63,45.67,"USGS","13317660",14.9,"A",14.5,"A",69200,"A","2008",6,2008,173
"174",2008-06-22,0.66,13.5,23.7,33.9,11.1,1.17,40.96,"USGS","13317660",15.2,"A",14.9,"A",68900,"A","2008",6,2008,174
"175",2008-06-23,0,10,18.6,27.2,8.7,1.4,26.16,"USGS","13317660",15.3,"A",15,"A",70700,"A","2008",6,2008,175
"176",2008-06-24,0,9.7,18.8,27.8,5.7,2.45,29.09,"USGS","13317660",15.4,"A",15.2,"A",66300,"A","2008",6,2008,176
"177",2008-06-25,0,10.6,19.4,28.1,5.1,3.57,30.39,"USGS","13317660",15.7,"A",15.3,"A",61100,"A","2008",6,2008,177
"178",2008-06-26,0,10.4,20.2,29.9,6.1,3.32,34.22,"USGS","13317660",15.8,"A",15.6,"A",56900,"A","2008",6,2008,178
"179",2008-06-27,0,13.1,20.7,28.3,6.4,4.81,30.31,"USGS","13317660",16.1,"A",15.8,"A",53100,"A","2008",6,2008,179
"180",2008-06-28,0,12.7,21.8,30.9,8.8,3.82,34.21,"USGS","13317660",16.7,"A",16.3,"A",52800,"A","2008",6,2008,180
"181",2008-06-29,0,13.9,25.3,36.8,10,3.97,52.13,"USGS","13317660",17.4,"A",16.9,"A",52400,"A","2008",6,2008,181
"182",2008-06-30,0.34,17.4,28.6,39.8,10.6,6.53,63.73,"USGS","13317660",17.7,"A",17.5,"A",54800,"A","2008",6,2008,182
"183",2008-07-01,2.91,18.8,29.2,39.5,11.6,6.67,60.35,"USGS","13317660",17.9,"A",17.6,"A",50600,"A","2008",7,2008,183
"184",2008-07-02,0,17.1,24.2,31.3,13.8,3.71,30.79,"USGS","13317660",17.8,"A",17.5,"A",47700,"A","2008",7,2008,184
"185",2008-07-03,0,17.7,26.6,35.5,12.4,4.66,45.93,"USGS","13317660",18.1,"A",18,"A",48100,"A","2008",7,2008,185
"186",2008-07-04,0,18.2,28.6,39,12.7,6.75,58.34,"USGS","13317660",18.2,"A",18.1,"A",42800,"A","2008",7,2008,186
"187",2008-07-05,0,15.4,22.5,29.7,11.2,5.05,29,"USGS","13317660",18.6,"A",18.3,"A",37000,"A","2008",7,2008,187
"188",2008-07-06,0,15.2,22.9,30.5,10.5,4.69,32.31,"USGS","13317660",19.2,"A",18.9,"A",35100,"A","2008",7,2008,188
"189",2008-07-07,0,13.8,22.2,30.6,8.9,5.11,34.03,"USGS","13317660",19.3,"A",18.9,"A",35300,"A","2008",7,2008,189
"190",2008-07-08,0,13.7,22.9,32.1,6.4,5.35,39.61,"USGS","13317660",19.4,"A",19,"A",35200,"A","2008",7,2008,190
"191",2008-07-09,0,14.2,23.8,33.5,7,6.41,43.11,"USGS","13317660",19.8,"A",19.3,"A",35000,"A","2008",7,2008,191
"192",2008-07-10,0,15.1,25.5,35.9,6.6,6.74,51.43,"USGS","13317660",20,"A",19.6,"A",34000,"A","2008",7,2008,192
"193",2008-07-11,0,9.8,21,32.3,1.8,5.98,42.36,"USGS","13317660",19.7,"A",19.3,"A",29800,"A","2008",7,2008,193
"194",2008-07-12,0,9.8,18.9,28,-1.7,6.19,33.9,"USGS","13317660",19.5,"A",19,"A",24500,"A","2008",7,2008,194
"195",2008-07-13,0,10.8,22.1,33.3,1.8,6.15,46.43,"USGS","13317660",19.8,"A",19.3,"A",23600,"A","2008",7,2008,195
"196",2008-07-14,0,14.7,25.2,35.6,3.7,8.57,51.9,"USGS","13317660",20.1,"A",19.7,"A",26800,"A","2008",7,2008,196
"197",2008-07-15,0,16.6,26,35.5,3.6,10.11,52.28,"USGS","13317660",20.1,"A",19.8,"A",26800,"A","2008",7,2008,197
"198",2008-07-16,0,15.6,23.9,32.3,6,7.74,40.93,"USGS","13317660",20.2,"A",19.9,"A",25900,"A","2008",7,2008,198
"199",2008-07-17,0,15.1,23.9,32.8,5.2,7.41,41.89,"USGS","13317660",20.3,"A",20,"A",26500,"A","2008",7,2008,199
"200",2008-07-18,0,15,24.5,34,4.2,8.41,45.92,"USGS","13317660",20.4,"A",20.2,"A",26200,"A","2008",7,2008,200
"201",2008-07-19,0,12.9,22.1,31.2,1.9,7.74,39.56,"USGS","13317660",20.5,"A",20.1,"A",27500,"A","2008",7,2008,201
"202",2008-07-20,0,12.7,23.4,34.2,1.6,7.47,49.19,"USGS","13317660",20.7,"A",20.4,"A",25000,"A","2008",7,2008,202
"203",2008-07-21,0,15.6,26.2,36.9,3.3,9.85,56.43,"USGS","13317660",20.5,"A",20.4,"A",24200,"A","2008",7,2008,203
"204",2008-07-22,0,17.5,26.3,35.1,5.7,10.47,49.58,"USGS","13317660",20.3,"A",20,"A",24900,"A","2008",7,2008,204
"205",2008-07-23,6.8,13.8,18.9,23.9,12.9,0.88,17.81,"USGS","13317660",20.2,"A",19.8,"A",21800,"A","2008",7,2008,205
"206",2008-07-24,0,11.6,19.6,27.7,8.4,1.2,26.65,"USGS","13317660",20.7,"A",20.3,"A",24900,"A","2008",7,2008,206
"207",2008-07-25,0,11.8,21.8,31.7,5.7,3.55,40.08,"USGS","13317660",20.9,"A",20.6,"A",24300,"A","2008",7,2008,207
"208",2008-07-26,0,13.7,25,36.2,6.8,5.84,52.61,"USGS","13317660",21.3,"A",21,"A",23700,"A","2008",7,2008,208
